FINAL_BOARD,RESULT,X_LONGEST_PATH,O_LONGEST_PATH,X_LONGEST_N1,X_LONGEST_N2,X_LONGEST_N3,X_LONGEST_N4,O_LONGEST_N1,O_LONGEST_N2,O_LONGEST_N3,O_LONGEST_N4
453753551742280,0.5,8,8,3,4,1,1,4,5,0,1
489617878422008,0.0,12,19,3,9,1,0,4,10,6,1
142733230078542,1.0,10,8,3,5,3,0,3,6,1,0
90664063021415,1.0,6,5,4,3,0,1,2,3,0,1
175594194440214,1.0,10,8,4,5,2,1,5,4,1,1
179696784483934,1.0,7,6,3,2,3,0,4,2,2,0
237162181739596,0.0,9,13,3,8,1,2,1,9,3,0
31628398616241,0.0,11,15,3,5,5,1,2,10,4,1
498945265510805,0.0,12,16,2,7,4,1,4,11,4,1
100171175784016,1.0,8,7,4,4,2,0,2,3,2,0
321495036641951,1.0,15,9,5,8,5,1,2,7,0,1
278051000303109,1.0,18,13,5,8,9,1,1,5,5,2
535134858686572,0.0,12,16,4,7,2,1,3,7,7,0
165042255724429,1.0,17,7,4,11,4,1,3,3,1,1
407457168636775,0.0,10,13,2,7,2,1,4,11,2,0
507349677447778,1.0,13,10,3,6,5,0,3,5,3,0
447637454619328,0.0,13,18,1,6,5,1,3,10,7,1
319105995518463,0.0,11,19,0,9,2,0,2,14,4,0
284126407974253,0.0,13,15,5,6,5,1,4,10,4,0
439137407822641,0.0,8,9,2,6,0,0,3,6,1,0
517199448396827,1.0,13,8,5,8,3,1,3,3,3,0
450493108106762,1.0,7,6,5,3,3,0,1,4,1,0
414836686533528,1.0,11,7,4,7,2,0,3,4,1,0
258975543151807,0.0,10,12,2,6,2,0,2,4,4,2
434364690889625,1.0,12,8,1,9,3,0,2,3,2,1
264845629496781,1.0,9,7,3,7,1,0,3,4,3,0
159659759990813,1.0,13,5,4,7,4,1,2,3,0,0
356879294077686,1.0,16,9,4,8,8,0,3,5,3,0
115890351366819,1.0,8,7,2,4,2,0,2,3,2,1
204431382020444,0.0,15,17,3,4,7,3,3,10,5,0
318835508691936,1.0,12,11,5,7,3,1,4,6,4,0
429734255560281,1.0,10,5,2,6,2,0,2,3,0,0
530667725006405,1.0,14,8,4,12,4,0,2,4,2,1
162491999129274,1.0,13,6,2,7,4,1,2,3,2,0
181275292033513,0.0,9,13,4,3,4,1,3,7,3,2
271609659066010,1.0,19,12,4,9,6,2,4,4,4,3
164520987970549,1.0,14,9,4,6,8,0,1,4,3,1
225772121606678,0.0,8,9,4,5,2,0,2,7,0,0
390120995928743,0.0,10,11,2,8,0,0,5,7,1,1
516325317892406,0.0,5,7,1,3,1,0,4,3,2,0
123945195261003,1.0,12,5,3,7,3,0,3,2,1,0
347212324329020,1.0,12,11,2,6,4,0,4,9,2,0
415265808919240,0.0,9,11,3,6,1,0,3,5,3,1
95112417104829,1.0,13,7,3,6,5,1,3,2,3,1
201513778626162,0.0,9,10,2,4,4,0,3,4,5,1
459927803818457,1.0,12,8,3,7,3,0,2,4,2,0
446291460015560,1.0,15,14,5,8,7,0,3,8,3,1
528210396633817,1.0,14,10,4,10,4,0,3,3,5,0
131777943358549,0.0,14,15,3,7,5,2,3,7,5,2
360295898287495,1.0,12,10,6,1,8,1,3,4,3,1
220634569160775,0.0,11,12,3,3,5,1,1,10,1,0
523175357731653,0.0,9,10,1,5,1,2,2,6,2,0
459381546633042,0.0,11,16,4,5,4,1,3,8,5,1
39893266732508,1.0,17,10,5,7,7,1,1,3,5,1
258993026851087,1.0,14,7,3,7,5,0,4,2,2,1
507311096009334,0.5,9,9,3,5,3,0,3,6,1,0
148900541994154,1.0,12,11,3,7,3,0,2,9,0,0
165301970474565,1.0,8,7,3,1,5,0,3,2,3,0
413794727312453,0.0,13,15,1,7,5,0,5,7,5,2
262264787486336,1.0,13,10,5,4,7,1,2,5,4,0
46978979937055,1.0,12,8,4,6,4,0,3,5,1,0
437078278573813,0.5,8,8,3,6,1,0,2,4,2,1
196649133837853,1.0,13,12,2,7,4,2,2,3,6,1
453814892324449,0.0,6,11,1,4,1,0,3,7,3,0
43575453342531,1.0,9,6,2,4,4,0,1,4,1,0
312251320965699,1.0,14,9,6,5,6,1,2,3,4,0
136220813251155,1.0,10,7,3,4,5,0,2,4,2,0
532453363761821,1.0,11,7,2,7,2,0,2,4,2,0
102547029191843,0.0,10,14,2,5,2,2,4,8,4,1
308079100342143,1.0,15,14,4,5,8,1,1,8,5,1
48837232693085,0.0,9,14,2,3,4,0,2,9,4,0
115062236429683,1.0,12,7,2,6,4,1,4,3,2,1
245925619017129,1.0,9,8,2,4,2,1,3,4,1,1
450077327924633,0.0,9,11,4,5,2,1,4,7,2,0
310712384402132,1.0,10,6,4,5,4,0,3,3,1,0
328928420015971,1.0,9,8,3,5,3,0,6,3,4,0
159450122116410,1.0,16,11,3,10,5,2,2,7,2,1
93146222171740,1.0,11,8,3,6,3,0,2,3,4,0
225604490333309,1.0,10,8,3,6,3,0,1,5,1,1
269191120489164,1.0,10,8,6,1,6,1,2,4,2,0
117294611133042,1.0,11,8,4,3,6,0,2,5,2,0
99442274272443,0.0,9,10,1,5,3,0,4,6,2,0
93154779970231,0.5,12,12,5,7,3,0,1,7,5,0
211562301518828,1.0,12,7,3,8,3,0,3,4,1,0
206461813222494,0.0,9,12,3,8,1,1,3,8,3,0
403714673905742,0.0,3,8,2,1,0,0,5,4,3,0
470390953020872,1.0,7,5,2,4,2,0,2,3,0,0
350456502702994,0.5,7,7,1,3,3,0,3,5,1,0
337346494041574,1.0,11,10,5,6,5,0,4,4,4,1
335318018154579,1.0,11,9,3,7,3,0,3,4,3,0
17333308667276,1.0,9,8,2,3,4,0,3,5,1,0
541974035453028,0.0,7,8,3,4,1,0,2,4,2,0
305604591766507,0.0,8,14,2,4,2,0,0,10,4,0
400248891995575,0.0,5,11,2,2,2,0,7,2,7,1
333599368818134,0.0,6,14,3,3,1,0,5,11,3,0
303115772430006,0.0,7,8,6,2,4,0,3,3,3,0
39229783877867,1.0,9,8,4,5,2,0,3,5,1,0
159836889691891,0.0,12,14,2,6,4,0,4,7,4,1
61379128939404,1.0,15,12,7,9,5,0,3,9,1,0
95362058967628,1.0,7,6,3,3,3,0,2,3,2,0
216960465556377,1.0,8,7,2,2,4,0,5,4,1,1
360595078319330,0.0,9,11,5,5,3,1,2,7,2,0
139363898670226,0.0,9,11,5,1,5,1,3,8,1,0
533917075334799,0.5,11,11,3,6,3,0,2,6,4,0
137102755096170,1.0,17,13,4,10,6,0,2,5,6,1
117112440590164,1.0,11,6,4,4,4,1,4,2,2,0
401528631773891,0.0,10,15,3,6,3,0,5,9,5,0
306092647805513,1.0,13,6,5,6,3,2,4,2,2,0
420731801853317,0.5,13,13,3,11,1,0,2,8,4,0
125768740824694,1.0,15,9,3,12,5,0,2,7,0,0
518172120926419,0.0,9,10,2,3,4,0,4,6,2,1
332290007379217,1.0,14,9,6,12,4,0,5,4,3,0
471423024182164,1.0,11,7,3,8,5,0,2,4,2,0
155427306559117,1.0,11,9,1,5,5,0,3,6,1,1
528976991155727,0.0,8,11,3,4,3,0,4,3,6,0
167964351852785,1.0,10,8,3,4,3,1,2,3,2,1
440825934367289,0.0,7,8,2,3,2,1,2,6,0,0
100545705663077,0.0,6,7,3,4,1,0,2,4,2,0
516457296831173,0.0,11,17,3,6,3,1,4,10,4,2
350512870192393,0.5,7,7,1,5,1,0,3,5,1,0
224680943562612,1.0,12,9,5,10,3,0,2,5,2,1
247503817264561,1.0,10,9,3,6,3,0,3,5,3,0
14141779572870,1.0,13,12,1,8,3,2,3,7,3,0
517991630840760,0.0,8,12,1,6,1,0,3,7,3,1
542490635175352,1.0,14,10,4,11,2,0,4,5,2,1
421370982919429,0.0,9,15,2,3,4,0,4,9,4,1
266515460461083,1.0,13,5,5,5,7,0,1,3,1,0
86763290220116,1.0,12,6,5,6,3,2,2,4,0,0
174582354840149,0.0,10,11,1,5,3,1,3,5,3,1
84348646915210,1.0,15,5,6,8,6,0,3,2,1,0
109903201526453,1.0,11,8,3,5,3,1,3,3,3,0
121342214572729,0.5,9,9,2,5,2,0,2,6,2,0
369900764543976,1.0,9,7,1,7,1,1,4,2,2,1
310867742304060,0.5,11,11,4,5,4,0,1,9,1,0
516136248707541,0.5,9,9,4,6,2,0,5,3,3,1
430998312160512,1.0,16,12,6,11,8,0,3,8,3,0
114528349741503,0.0,8,9,2,5,2,0,3,6,1,0
408676827585158,1.0,14,13,3,10,3,0,3,11,1,0
213773159431810,1.0,17,8,4,10,6,0,2,2,4,0
283149431863900,1.0,13,11,4,9,4,0,2,4,4,1
541740115499458,1.0,11,7,3,6,3,0,2,3,2,0
438516818291110,0.0,7,11,1,4,1,1,4,10,2,0
32123161389681,1.0,16,12,3,11,5,1,2,8,2,0
479658115175237,1.0,13,11,2,9,2,0,3,8,1,0
248624199460646,0.5,7,7,2,5,0,2,3,4,1,0
263311082935057,1.0,15,13,3,8,5,2,3,10,3,0
443314808200150,0.5,6,6,3,3,1,0,2,4,0,0
84794556116810,0.0,6,7,4,2,2,0,1,5,1,0
384841784060995,0.0,7,9,2,3,2,1,3,6,1,0
386365219332178,0.0,9,12,4,5,2,0,6,5,4,1
522646269817663,0.0,10,15,3,5,3,0,4,6,4,4
266713669619186,1.0,8,7,4,4,2,0,2,5,0,0
270185148782622,1.0,16,15,3,7,7,1,3,10,5,0
380954163849238,0.0,10,12,2,5,2,2,2,7,4,0
372432336340399,0.5,7,7,2,4,2,0,4,2,2,1
45884506665782,0.0,9,16,3,6,1,0,3,11,3,0
84843777723256,0.0,7,9,1,5,1,0,2,5,2,0
308174539389273,0.0,11,13,3,3,5,1,2,5,4,3
397982732419691,0.0,11,13,3,9,1,1,2,8,4,0
540223195592284,1.0,15,11,3,11,3,0,3,9,3,1
176111463954373,1.0,14,11,6,4,6,3,4,5,2,2
458241669227254,1.0,11,7,5,5,3,1,1,3,3,0
537760594899022,1.0,10,8,5,5,3,1,4,5,2,0
319059493441999,1.0,14,7,3,6,7,0,1,5,1,0
200103126861392,1.0,18,8,4,9,8,1,2,5,2,0
379456221494238,0.0,10,11,3,6,3,0,2,9,0,2
542014423995841,1.0,11,10,3,6,3,1,4,5,4,0
190478274052259,0.5,11,11,3,9,1,1,2,6,2,2
386892524930209,1.0,15,12,7,10,7,0,1,7,5,0
378744125174874,0.0,9,10,2,5,2,0,3,6,3,0
410973461066502,0.0,12,14,4,5,4,2,5,5,7,0
193488709292211,0.0,10,15,5,4,3,1,3,10,3,1
558863553031376,1.0,16,14,5,9,5,2,2,6,6,1
424758230595358,0.0,11,13,3,4,5,1,4,11,2,1
534820800323779,0.0,11,13,5,7,1,1,1,6,5,2
273509815376038,1.0,10,9,4,5,4,0,3,5,3,0
504601401655507,1.0,13,11,4,9,2,0,4,6,2,2
526676527268022,0.5,9,9,3,5,3,0,3,4,3,1
378596931037633,0.5,11,11,5,4,5,1,3,7,3,0
147880749942099,1.0,13,6,4,9,2,0,4,1,2,1
115147221994686,1.0,13,6,6,10,6,0,2,3,2,0
253251191373028,1.0,13,10,2,10,2,1,3,7,1,0
365295959626934,1.0,16,10,4,11,4,0,4,3,4,1
110969020884934,1.0,16,13,2,12,4,1,1,8,5,0
437915297221116,0.0,7,15,1,5,1,0,3,7,5,2
508209270706120,0.0,8,13,4,4,2,0,3,10,1,0
85393108587615,0.0,11,14,5,6,3,1,4,8,4,0
556054066252640,1.0,15,12,2,9,6,1,4,11,4,0
380062110681849,0.0,4,8,3,1,1,0,4,3,4,0
263439963234593,0.5,8,8,4,5,4,0,3,2,3,1
529771988631797,1.0,11,9,2,3,6,1,3,4,3,1
523508286797625,1.0,14,13,2,10,2,0,4,5,6,0
397255144415138,1.0,12,6,5,7,3,1,2,4,0,0
373267105256310,0.0,7,10,2,4,2,0,5,5,3,1
156468202151967,0.0,9,19,4,8,2,1,4,14,4,0
442702166973867,1.0,8,7,1,6,1,0,3,3,3,0
127426911618581,1.0,18,10,4,9,6,3,2,6,2,0
172665724641831,0.5,10,10,2,3,4,1,1,8,1,0
440501298516350,1.0,14,6,3,12,3,1,3,3,1,0
244659648189607,0.0,12,14,3,7,3,0,3,10,3,0
325328430135353,0.0,12,13,4,8,4,0,3,9,1,1
336519041477768,1.0,14,9,4,6,6,1,1,7,1,0
459421370046580,1.0,13,11,4,5,6,1,4,4,6,1
197186937266080,1.0,17,6,5,9,7,0,2,4,0,0
332759957040790,0.5,6,6,2,4,0,0,3,3,1,0
89929632740021,1.0,11,9,5,9,3,0,3,4,3,0
202092527804713,0.0,7,9,4,3,2,0,4,3,4,0
319754939386007,1.0,13,6,4,11,2,1,1,4,1,0
350775232307689,0.0,11,16,4,7,4,0,5,8,9,0
530184373991516,0.0,10,12,3,7,3,0,2,9,2,0
95530909365921,1.0,11,9,4,9,4,0,2,7,0,0
468687290929885,1.0,8,7,4,4,2,0,2,3,2,0
316723692009126,1.0,15,10,3,10,3,1,3,5,3,1
416655009595593,0.0,8,11,0,4,4,0,3,5,3,1
127063850919275,0.0,6,10,3,3,1,0,3,6,3,0
72508138670703,1.0,10,8,2,7,2,0,2,6,0,0
521586386238605,1.0,7,6,4,4,2,0,3,3,1,0
177917576836490,1.0,15,8,6,10,4,1,2,4,2,0
533404829193298,0.5,7,7,4,3,2,0,3,4,1,0
83844201080238,1.0,14,7,4,12,4,0,1,4,1,1
169952279294972,1.0,16,14,3,9,5,0,3,8,5,1
163085496007637,1.0,9,7,5,3,5,0,3,2,3,0
353184521596571,0.5,13,13,3,6,5,1,4,11,2,1
91833210926682,1.0,11,9,6,8,4,0,1,6,1,1
456665102756145,0.0,5,7,3,2,1,0,2,5,0,0
240845786119024,1.0,11,10,2,5,6,0,2,7,2,1
19899320958817,1.0,18,11,3,13,5,1,3,5,5,1
254229675321365,1.0,9,7,1,4,3,1,3,4,1,1
148557512101400,1.0,13,9,2,8,4,0,4,1,6,0
318958919198399,0.0,11,14,4,3,6,0,3,10,3,0
188489802351826,1.0,6,5,2,2,2,0,4,2,0,1
390366690465700,1.0,14,7,4,5,8,0,1,5,1,0
93117829328207,1.0,13,7,4,7,4,0,1,3,3,0
77613870799730,1.0,6,5,3,3,1,0,1,3,1,0
487859862640480,0.0,9,17,3,5,3,0,1,13,3,1
291056033122591,1.0,18,7,2,14,4,0,1,5,1,0
383515062356646,0.0,9,11,1,6,1,2,2,5,2,2
37020467079626,1.0,13,6,5,4,7,1,3,3,1,0
526101446141238,0.0,11,18,1,7,3,0,3,10,7,1
453355573439322,0.0,8,12,4,4,2,0,3,9,1,0
469303782824871,1.0,7,6,1,3,3,0,3,3,1,0
349135125628751,0.0,8,11,2,6,0,0,1,8,1,1
339626335101334,1.0,13,7,4,5,6,0,3,4,1,0
73592483849388,1.0,13,6,3,6,5,0,3,3,1,0
279635147911223,0.0,9,13,5,6,3,0,5,3,7,1
302972291927252,1.0,18,10,4,10,6,0,2,6,2,0
65783925761494,1.0,11,8,4,9,2,1,3,3,3,0
329410656687781,0.0,6,8,3,3,1,0,2,6,0,0
318095007186358,1.0,10,7,3,7,1,0,2,3,2,0
118640603436908,1.0,18,12,3,7,9,1,4,5,6,0
110443026528179,0.0,8,9,3,4,1,1,2,5,2,0
128277747388597,0.5,10,10,2,10,0,1,4,4,2,2
272147471252615,0.0,7,12,2,3,2,0,4,8,2,1
504905379918233,0.5,11,11,4,4,4,1,3,5,3,2
369254092676617,1.0,15,12,6,3,8,2,4,9,2,0
150770015368487,1.0,9,6,5,4,3,0,0,4,2,0
377376994267677,0.0,8,10,2,5,2,1,4,6,2,1
512398446272082,1.0,21,17,3,9,5,5,5,5,7,3
491359912643012,0.0,12,17,3,8,3,1,3,13,3,0
278932856720456,1.0,10,8,1,6,3,0,4,4,2,0
488265599012564,0.0,8,13,5,4,3,0,4,8,4,0
445398806227380,0.0,10,13,2,7,2,0,4,6,6,1
31672287114127,0.0,8,9,3,3,3,0,3,6,1,0
268925147976894,1.0,11,8,5,7,3,0,2,4,2,0
299945503981022,1.0,15,9,5,11,3,2,4,4,2,1
392348839804162,1.0,9,6,2,5,2,0,2,4,0,0
61367652363510,1.0,11,9,2,6,4,0,3,4,3,0
78835294296529,0.0,9,11,3,6,1,0,2,7,2,0
95156974503245,0.5,10,10,3,6,3,0,3,5,3,0
157050980296050,1.0,10,5,4,6,2,0,3,2,1,0
289627086560470,1.0,14,13,4,7,2,3,2,10,2,1
531643198156844,0.0,9,12,1,4,3,1,1,7,3,1
112235005388476,0.0,7,8,2,2,4,0,3,5,1,0
360310736017184,1.0,11,7,1,7,3,1,2,5,0,0
135790885299862,0.0,11,12,2,8,2,0,2,8,2,0
211222593263335,1.0,19,18,1,13,5,1,5,12,5,1
100363613793062,1.0,9,8,3,4,3,0,2,6,0,0
216755178672313,1.0,12,9,4,7,2,2,3,6,1,0
475568628702389,1.0,15,8,1,9,3,2,2,3,2,1
111726351250672,0.0,7,8,1,3,3,0,3,1,5,0
269078822959746,1.0,14,7,2,7,6,0,4,3,2,0
79572475758191,0.0,12,14,5,6,5,0,1,10,3,0
228527308611406,0.0,11,13,1,6,3,1,4,8,6,0
245528542219861,0.0,7,10,4,4,2,0,1,8,1,0
536747319396541,0.0,7,12,4,3,2,0,3,9,1,0
322151425554612,1.0,10,9,5,4,3,1,5,4,5,0
28360430045486,1.0,8,6,4,6,0,1,2,4,0,0
339976724699146,1.0,17,9,4,8,6,2,3,3,3,1
220774030832664,1.0,13,7,6,12,6,0,1,3,3,0
495172341622201,1.0,10,9,3,6,3,0,1,7,1,0
438501187133329,1.0,14,9,4,7,4,2,3,8,1,0
187648526052401,1.0,9,7,4,7,2,0,3,2,3,0
232112546475094,1.0,10,9,3,4,3,1,5,4,3,1
369180679399412,0.0,8,18,4,4,2,0,3,10,5,1
376418302630224,0.0,9,13,5,1,5,1,1,11,1,0
286138157963710,0.0,9,14,1,7,1,0,4,7,4,1
11397227391972,0.5,11,11,4,6,4,0,3,6,3,0
467042111475378,1.0,13,9,4,2,8,1,3,5,3,0
459047576251876,0.0,12,14,3,4,5,1,3,8,3,1
324674920349382,1.0,14,7,4,9,4,0,1,5,1,0
38322100167605,0.0,7,9,3,2,3,0,3,4,3,0
504717903743098,0.5,9,9,4,6,4,0,2,5,2,0
11925703208920,1.0,17,10,5,9,7,0,5,6,1,1
91970881316138,1.0,12,6,5,7,5,0,3,3,1,0
176760171652812,1.0,12,9,3,6,3,2,3,3,5,0
54248241421283,1.0,11,8,5,7,3,0,5,3,3,0
493581996072894,1.0,20,10,4,8,10,2,3,6,3,1
119601000928604,1.0,12,10,3,6,5,0,3,5,3,0
478683386535202,0.0,7,12,1,5,1,0,5,8,3,1
310462102829084,1.0,12,9,3,7,3,0,4,5,2,1
379595175177606,1.0,12,7,3,6,5,1,5,2,3,0
360550485282899,0.0,10,11,4,6,2,1,2,7,2,1
231885180502269,0.0,12,16,3,4,5,2,4,3,10,1
455240125464853,0.0,13,15,4,7,4,1,5,10,5,1
246914711074748,0.0,9,10,3,5,3,0,2,8,0,0
524768025024387,0.0,6,8,2,4,0,1,3,6,1,0
310192194566980,1.0,16,10,4,9,6,0,0,6,2,2
179481544894215,1.0,12,10,2,8,4,0,5,3,5,0
321067347803775,0.0,15,20,3,4,7,2,3,12,5,2
523587469660751,0.0,9,19,2,5,2,0,6,13,4,0
74149556343479,1.0,15,7,3,10,3,1,2,5,0,0
338128678464557,1.0,12,7,6,8,6,0,3,4,1,0
309731960199749,1.0,11,8,1,6,3,1,3,5,1,0
454747003564823,0.0,13,14,2,7,4,0,5,5,9,0
72891697219391,0.0,8,9,2,3,4,0,2,7,0,0
408129095431694,1.0,16,13,3,9,3,3,3,10,1,1
232472679903805,1.0,15,10,3,8,5,0,3,5,3,0
301240769933727,1.0,9,7,3,6,1,0,3,4,1,1
14837083731274,1.0,14,9,4,11,6,0,1,5,3,0
470098216049506,0.5,7,7,2,3,2,0,5,2,3,0
443180790423517,0.0,11,15,4,5,4,2,3,8,5,1
479475953151502,1.0,15,10,5,7,7,0,4,3,4,1
46076834869421,0.0,12,13,5,5,5,0,3,8,3,0
520911613295232,0.5,9,9,4,5,4,0,4,5,2,0
187348614105233,1.0,14,6,6,9,8,0,0,4,2,0
25388754950543,0.5,10,10,3,7,3,1,2,6,2,0
222560705583891,1.0,16,8,2,7,6,1,3,5,1,0
72258523540688,1.0,18,11,2,7,6,3,4,5,4,0
194847587541204,1.0,10,8,3,3,5,0,4,5,0,1
517871211868471,0.0,11,14,3,5,5,0,4,7,4,3
542038861158147,1.0,16,13,5,12,7,0,4,7,4,0
204868087430476,1.0,15,9,6,10,6,0,2,7,0,0
217091566071490,1.0,12,7,5,10,3,0,3,2,3,0
464319472069713,1.0,10,7,4,7,0,1,2,4,2,0
556642419290375,0.0,7,9,3,4,1,0,3,4,3,0
461198604826568,0.5,10,10,2,7,2,0,3,7,1,0
424950460162722,1.0,9,8,2,5,2,0,3,2,3,1
173445392914757,0.5,10,10,4,3,4,1,3,6,3,1
419169277657154,1.0,19,18,5,5,9,3,4,6,8,2
318194514968215,1.0,12,11,6,7,4,0,3,7,3,0
35160346079873,1.0,18,14,2,9,6,2,3,5,7,0
130868349148378,0.0,7,13,2,3,2,1,5,6,7,0
503935659448589,1.0,9,7,5,6,1,1,1,5,1,0
416769261242791,1.0,7,6,5,2,3,0,2,2,2,0
329793419503521,1.0,12,9,4,6,4,0,3,5,3,0
199396125205293,1.0,9,8,2,5,2,1,2,2,4,0
300975833101013,1.0,13,7,4,7,4,1,3,4,1,0
116474232530827,1.0,11,10,3,5,3,1,4,3,4,1
451206075932179,0.0,11,13,3,8,1,0,4,10,4,0
345956819020494,0.0,4,6,3,1,1,0,2,4,0,0
189218867515891,0.0,11,14,3,8,3,1,3,7,5,0
26203223378390,1.0,14,8,3,7,5,0,2,3,4,0
208676321034278,1.0,19,13,4,12,6,0,3,7,3,1
116025750894259,0.0,7,10,2,5,0,0,5,6,3,0
203782963664469,1.0,10,7,1,8,1,0,2,3,2,0
107957987083821,1.0,13,8,5,4,7,0,4,4,2,0
18907508692255,1.0,17,14,7,10,7,0,2,8,4,0
519196534684021,0.0,7,9,1,3,3,0,3,5,3,0
143880430815663,1.0,12,8,2,8,2,1,2,4,2,0
293093595539190,0.0,9,14,6,5,4,0,3,8,5,0
465200413964438,0.0,8,10,3,7,1,0,3,5,3,0
561535483937420,0.0,12,14,5,5,5,0,4,7,6,0
330143485458279,1.0,11,10,3,7,3,0,2,4,4,1
397221415697402,0.0,7,8,1,3,3,0,2,4,2,1
461650631532833,0.0,9,13,2,5,2,1,3,6,5,0
275253471553122,0.5,10,10,3,7,1,1,2,6,2,0
185771325815246,1.0,14,10,5,11,3,0,1,7,1,1
453185982475251,0.0,6,15,2,4,0,0,4,10,4,0
529024442554708,0.0,7,10,2,5,0,0,2,6,2,0
341049018726084,1.0,9,7,4,3,4,0,2,5,0,1
135725360619310,1.0,10,8,2,5,4,0,2,6,0,0
252329715271838,1.0,16,8,5,11,3,0,2,5,2,0
225076040813988,0.0,7,11,2,3,2,1,2,7,2,0
301686982067193,1.0,14,12,5,7,5,1,4,5,6,0
531141489876857,0.5,13,13,3,7,3,1,1,7,5,0
144785322356400,1.0,11,8,6,5,4,0,4,4,2,0
32627383899629,0.0,5,7,2,3,0,0,4,4,2,0
521748360127214,0.0,8,10,0,8,0,0,3,2,5,1
269598813924871,1.0,18,7,5,12,5,0,1,3,3,0
295361904882863,1.0,11,9,3,8,1,0,2,6,2,0
442947486131213,0.0,11,15,2,5,4,1,3,8,5,0
449140627262561,1.0,15,10,2,10,2,2,3,7,1,0
93335309275064,1.0,18,11,7,9,7,0,2,8,2,0
203317664095357,0.0,7,10,3,2,3,1,3,4,3,1
64740955191953,1.0,9,5,3,4,3,1,2,3,0,0
88113228216926,0.5,10,10,4,7,2,0,3,5,3,0
73241836706535,1.0,15,12,2,10,4,0,4,8,4,0
286662591058793,1.0,13,7,6,10,4,1,3,4,1,0
195015792353971,1.0,10,8,3,5,3,1,2,6,0,0
468562127100153,1.0,17,15,3,7,7,1,2,7,4,3
108019327653234,0.0,6,8,2,3,2,0,3,3,3,0
530790172632751,0.0,7,12,1,5,1,0,2,7,4,0
376911384738288,0.0,7,14,1,3,3,0,3,6,5,1
110764177662405,0.0,8,15,1,6,1,0,1,10,5,0
202278246205361,1.0,17,11,6,10,6,1,2,3,6,1
184206816899841,1.0,14,11,3,4,7,1,4,7,4,0
104095072556518,0.0,9,10,4,5,2,0,3,7,1,0
443893656660686,0.0,7,9,3,4,1,0,6,5,4,0
281528358334079,1.0,16,15,3,10,5,1,3,5,5,4
373683124385472,0.5,16,16,5,5,9,1,3,9,5,1
342552326992332,0.0,6,7,3,3,1,0,2,4,2,0
74259304653115,1.0,11,8,4,5,4,0,2,2,4,0
300534954794660,1.0,13,8,5,5,7,0,3,5,1,0
123461949029131,1.0,11,9,4,7,2,0,2,4,2,1
260238763271049,1.0,11,7,4,4,4,2,3,2,3,1
483318770438394,0.5,12,12,1,10,1,1,5,3,5,2
432071625216457,1.0,12,7,5,6,5,1,3,4,1,0
31036095288502,0.0,11,16,1,8,1,1,2,8,6,1
162016623613589,1.0,8,5,5,2,3,1,3,2,1,0
227028309661420,0.0,8,11,2,7,0,1,5,8,1,1
347301685117093,1.0,18,16,3,12,5,0,4,7,8,1
383705889148997,0.0,12,14,2,5,4,2,5,5,7,1
181068396141297,1.0,11,5,3,4,5,0,2,3,0,0
355708081972321,1.0,17,10,6,8,10,0,3,6,3,0
368428258733321,1.0,7,5,4,4,2,0,3,2,1,0
410990483117177,0.0,8,14,2,5,2,1,4,9,2,1
147201178762914,1.0,15,13,2,6,6,1,2,7,4,0
157316800191589,1.0,20,11,4,12,6,1,1,4,5,1
217709729855472,1.0,11,10,3,3,5,2,3,5,3,1
260184237111878,1.0,10,8,3,10,1,0,4,5,0,1
198517400111907,1.0,11,5,3,4,5,0,3,2,1,0
61461577939580,1.0,14,12,0,10,4,0,1,6,5,0
107548121265469,1.0,15,7,4,11,2,0,4,3,2,0
396427082045780,1.0,12,9,5,7,5,0,4,5,2,0
415053552563976,0.0,8,15,4,4,2,0,4,9,4,0
99206883965257,0.5,8,8,3,5,1,0,2,4,2,0
450511964742037,0.0,11,12,1,6,3,2,6,4,6,2
370302267841947,1.0,13,11,3,4,7,0,2,7,2,0
554207637466836,0.0,9,13,4,5,2,0,4,6,6,0
255020390296356,1.0,13,8,5,7,5,2,4,5,2,0
542403766462232,1.0,13,8,5,5,7,0,4,4,2,0
188460902848905,1.0,7,5,2,5,0,0,2,3,0,0
515410157672805,1.0,13,7,5,5,5,2,3,4,1,1
34273793307204,1.0,14,7,4,11,4,0,1,5,1,0
469539868601212,1.0,11,10,4,7,2,0,5,4,3,1
484949888132662,0.0,6,8,3,4,1,0,2,4,2,1
309631727166777,1.0,11,8,4,8,4,0,2,6,0,0
166293308073440,0.5,11,11,3,5,5,0,3,9,1,0
247511883102231,1.0,12,10,4,5,6,0,1,8,1,1
153266642105695,1.0,10,8,5,6,3,0,4,4,2,0
48102111782370,1.0,10,7,2,5,2,1,4,3,2,0
435172958968471,0.0,9,10,2,5,4,0,2,6,2,0
378814230726507,1.0,10,8,3,4,3,2,3,3,3,1
111698733774909,0.0,8,10,1,6,1,1,3,7,1,1
56086564015055,0.5,11,11,3,4,5,1,4,5,4,0
360480149344179,0.0,9,12,1,7,1,0,4,6,4,1
27598911068379,1.0,11,9,4,5,4,0,2,6,2,0
364141074620761,0.0,9,15,1,6,3,0,4,11,4,0
201806587399017,1.0,8,6,2,5,2,0,3,4,1,0
71930194915870,1.0,15,10,6,9,6,0,5,6,1,1
428070653163654,1.0,17,13,5,9,7,1,2,6,4,1
112631622838644,1.0,16,9,1,11,3,1,3,5,3,0
