FINAL_BOARD,RESULT,X_LONGEST_PATH,O_LONGEST_PATH,X_LONGEST_N1,X_LONGEST_N2,X_LONGEST_N3,X_LONGEST_N4,O_LONGEST_N1,O_LONGEST_N2,O_LONGEST_N3,O_LONGEST_N4
557754177182560,1.0,10,9,2,5,4,0,3,2,5,0
125687350710978,1.0,13,9,5,9,5,1,3,4,3,0
210445602526664,0.5,11,11,2,6,4,0,3,9,1,0
430684778207409,0.0,8,11,2,5,2,0,1,6,5,0
130245176011655,0.0,9,13,1,5,3,0,5,7,3,1
214308126598302,1.0,17,7,5,10,7,0,2,3,2,0
106752307771371,0.0,8,12,2,5,2,0,3,7,3,0
318607843834955,0.5,15,15,5,5,9,0,1,10,5,0
511014094297763,1.0,11,6,3,7,3,0,5,1,3,0
91940843074026,0.5,12,12,1,8,3,0,4,8,2,0
427695560651812,1.0,12,7,4,8,4,1,3,3,1,1
98208513556420,0.0,11,13,3,5,3,1,2,10,2,0
12347916451380,0.5,9,9,2,6,0,2,1,5,3,0
366735439582245,1.0,14,7,4,5,6,1,3,3,1,1
379754832729661,1.0,16,9,4,15,2,1,2,5,2,0
268401897628130,1.0,14,10,3,9,5,1,1,4,5,0
155997706669310,1.0,14,9,5,12,5,0,1,7,1,0
426408677080459,0.5,10,10,2,4,4,0,3,6,3,0
529703870701006,1.0,20,14,4,9,8,1,3,4,7,1
537785907611364,0.0,6,7,4,2,2,0,3,2,3,0
385532790160169,1.0,9,7,4,5,2,0,3,4,1,0
266465762147414,0.0,7,9,4,1,4,0,3,8,1,0
460139193908177,1.0,12,8,3,9,1,0,3,3,3,0
449916138867935,1.0,18,9,3,12,5,0,3,3,3,1
445270724734181,0.5,12,12,5,8,3,0,5,9,1,3
436130794877659,0.0,7,9,1,3,3,0,1,7,1,0
334770577077018,1.0,15,14,4,8,4,2,1,6,5,2
359354100868809,1.0,13,7,4,8,2,2,1,5,1,0
207125327412510,1.0,14,9,3,10,3,0,5,5,3,0
415255111199818,0.0,6,10,1,4,1,0,7,4,5,0
35383006756190,1.0,14,9,3,9,5,2,1,5,3,1
321940974756348,0.0,9,19,2,7,0,0,3,10,7,2
545830946963565,0.0,7,10,1,5,1,0,5,4,3,1
12908574650109,1.0,11,7,2,5,4,0,1,3,3,0
491941348062088,1.0,9,7,3,5,3,0,4,3,2,0
184553702503125,0.0,10,11,5,6,3,2,1,6,3,2
210127204214060,0.0,9,10,3,4,3,0,5,3,3,2
13080955665089,1.0,15,8,5,7,7,0,4,4,2,0
427337968612564,1.0,10,7,6,6,2,1,3,4,1,0
395921882959532,0.0,8,12,2,4,2,0,5,7,3,0
87358313878718,1.0,10,7,5,6,3,0,3,2,3,0
30602811657568,1.0,10,6,3,5,3,1,3,3,1,0
215313912828397,0.0,14,17,4,7,4,2,3,13,3,0
499627590569891,1.0,14,11,3,9,5,0,2,6,2,1
523590992838570,0.0,8,13,7,5,1,2,4,3,8,0
220710643744572,1.0,13,10,3,6,5,1,3,8,3,0
298735869774601,1.0,10,7,2,8,0,0,1,3,3,0
71192121883620,1.0,6,5,4,3,2,0,2,3,0,0
99261155720395,0.5,8,8,2,4,2,0,2,2,4,0
524815799575094,0.0,6,8,2,2,2,0,3,5,1,0
512588565415134,1.0,8,6,4,5,2,0,2,2,2,0
174518336228915,0.0,10,13,0,5,4,1,2,13,2,0
392843298759086,0.0,9,11,5,7,1,1,5,6,3,0
319360869961940,1.0,14,6,5,6,7,0,4,3,0,1
222993746337098,1.0,15,10,4,8,4,2,3,6,3,0
181489071748887,1.0,16,13,4,8,6,0,4,6,6,0
398423068864773,1.0,9,6,2,5,2,0,3,3,1,1
183360058275209,1.0,15,9,4,8,4,2,2,7,0,0
31797244194825,1.0,19,12,4,13,6,0,3,5,5,0
252915278053160,0.5,12,12,6,3,6,2,3,5,5,0
116251372435271,1.0,14,13,3,7,5,2,4,5,6,0
253313136289119,0.0,8,10,2,4,2,0,3,4,3,1
296015277770434,1.0,11,8,1,7,3,1,3,3,3,0
345988294560099,0.0,8,9,2,4,2,0,2,3,4,0
98587977694286,1.0,10,8,4,8,2,0,2,6,0,0
146143597675583,0.5,7,7,3,4,1,0,3,4,1,0
16726413943885,1.0,15,9,3,6,7,0,2,3,4,0
261073497674040,1.0,13,11,4,7,4,1,3,9,1,0
49604782028203,0.0,7,10,1,5,1,0,4,6,2,0
22880661021694,0.0,9,10,2,6,2,0,4,6,2,0
326105576936637,1.0,14,8,4,6,6,0,3,5,1,0
71744608859390,1.0,18,7,5,8,9,0,2,3,2,1
42764280999021,1.0,14,6,4,5,4,3,3,3,1,0
367585375490024,1.0,10,6,4,3,4,1,2,3,2,0
523028331611782,0.0,10,11,4,2,6,0,4,4,6,0
339338821462898,0.5,13,13,4,6,4,1,3,9,3,1
216881879170433,1.0,13,7,2,4,6,1,3,2,3,0
31662352843461,1.0,19,16,4,11,4,2,2,10,4,1
117936571081316,0.0,9,13,3,4,1,2,4,7,4,0
146238624233382,0.5,16,16,4,10,4,4,5,6,7,1
187395114012895,0.0,6,11,2,4,0,0,3,4,3,2
28570956305511,0.5,10,10,2,6,2,1,3,5,3,1
42191105922715,1.0,13,9,4,7,2,2,3,4,3,1
166616772320299,1.0,12,8,3,8,3,1,1,4,3,0
151796314897738,1.0,10,9,3,6,3,0,3,4,3,1
367567178164628,1.0,8,5,4,4,2,0,1,3,1,0
222084891473549,0.0,8,15,3,5,1,1,2,13,2,0
113220226511902,1.0,15,10,3,9,5,0,3,4,5,0
273179239386529,1.0,20,9,3,8,9,1,2,6,2,0
148686061199578,1.0,13,10,5,8,3,0,2,5,2,1
108506104798625,1.0,12,8,7,7,5,1,4,4,2,0
391798076783838,0.0,11,17,3,7,3,0,4,10,6,0
72119937181029,1.0,15,11,2,9,4,1,4,5,4,0
458541041148476,1.0,16,9,3,11,7,1,2,4,4,0
234798678860769,0.5,9,9,4,3,4,0,4,5,2,0
548283640474265,0.0,9,11,3,8,1,0,7,7,3,1
336070910244369,0.5,13,13,0,10,2,1,2,8,4,0
548536644510802,0.0,10,12,2,3,4,1,2,9,2,0
513217481329517,1.0,12,9,2,8,2,0,3,4,3,0
134804249000654,0.0,7,9,2,5,0,0,6,5,4,0
202404515253560,1.0,13,8,5,10,5,0,4,5,2,0
166481048683370,1.0,14,12,5,3,7,2,2,5,6,0
320425858454946,0.0,12,13,4,5,6,0,4,9,2,1
459403452626586,1.0,12,7,5,6,5,0,2,5,0,0
161403412738907,0.0,6,10,2,2,2,0,3,9,1,0
241620052800077,0.5,9,9,2,5,2,0,2,3,4,0
514943510893151,0.5,9,9,4,7,2,0,3,8,1,0
16904378134602,1.0,13,12,5,5,5,1,4,4,4,2
542044992882196,1.0,13,12,3,15,1,2,1,7,3,1
310372946240503,1.0,10,9,2,5,4,0,4,2,4,1
481189669662924,0.0,9,10,2,5,2,1,3,6,3,1
432731598315307,0.5,10,10,4,5,2,1,2,4,4,0
303212107059954,1.0,13,7,4,7,4,0,1,5,1,1
365036300798944,1.0,14,7,6,3,6,3,2,2,4,0
103987287723717,1.0,8,5,1,6,1,0,2,3,0,0
25332251666199,1.0,18,12,4,9,6,1,2,4,6,1
400987905438634,1.0,10,9,4,6,2,1,2,5,2,0
304829625754464,1.0,11,8,3,7,3,0,2,5,2,0
302171984820558,1.0,13,7,4,5,6,0,2,4,2,0
549077333232044,1.0,16,11,1,10,5,0,2,8,4,0
371269588369729,1.0,15,12,4,9,4,3,3,3,7,0
535153422260465,0.0,8,18,3,5,1,0,4,11,6,1
395550206182637,0.0,11,16,3,7,1,1,3,10,5,0
262922654726366,0.0,8,17,3,5,1,0,2,9,6,1
512256487648360,1.0,9,8,2,6,2,0,1,4,3,0
554357827343748,1.0,14,11,4,8,4,0,4,7,2,1
276058947060548,1.0,13,8,4,11,2,1,2,3,2,1
240053156018496,1.0,12,9,5,3,7,0,2,5,2,0
283323420391110,1.0,12,8,6,5,6,0,4,5,2,0
344393121032683,0.0,8,9,3,3,3,0,2,5,2,0
502483078044067,0.0,7,8,5,1,3,1,3,4,1,1
219246701684787,0.0,7,9,2,5,0,1,2,5,2,0
533524321044144,1.0,11,7,3,10,1,1,1,3,3,0
339107556685666,0.0,8,11,3,3,3,0,1,7,3,0
33663839834214,1.0,12,11,5,4,7,0,2,6,4,0
74242695331104,1.0,19,8,4,13,6,1,0,4,4,0
494958302160957,0.0,12,13,4,7,4,1,4,9,2,0
513871112889996,0.0,10,12,4,4,4,0,2,6,4,1
87894960182621,1.0,12,9,6,5,6,0,4,1,6,0
307848444351124,1.0,15,7,6,12,4,0,2,5,0,0
39663407529902,1.0,14,10,3,7,5,1,3,5,3,1
161684848462005,1.0,14,10,7,11,3,1,1,7,1,1
426457802563735,0.0,7,11,2,5,0,2,6,7,2,2
263416646216984,1.0,16,15,4,8,6,1,3,12,3,0
371139887231533,1.0,9,7,4,7,2,0,3,5,1,0
266912115824334,0.5,10,10,3,4,3,1,3,5,3,0
158897606964215,0.0,10,12,1,6,3,0,4,7,6,0
204914184207146,0.0,7,11,4,3,2,1,5,6,3,0
297682095435394,1.0,13,9,3,7,5,0,3,6,1,0
278761551955950,0.0,12,17,1,10,1,0,6,11,6,0
265404584379834,1.0,15,11,5,10,3,1,5,7,3,0
246810552397169,1.0,10,6,5,4,3,1,2,2,2,0
519130410960065,1.0,13,11,5,10,3,1,2,6,4,0
300645685481366,1.0,10,6,4,3,4,1,1,4,1,0
430606933063831,0.0,10,17,4,6,2,1,4,10,4,1
151682070940003,1.0,15,8,4,9,4,0,2,6,0,0
289889179815023,0.0,10,15,2,6,2,0,4,8,6,0
391761003499545,1.0,13,9,5,7,5,1,3,5,1,1
231090708060972,1.0,11,6,4,8,2,1,2,4,0,0
393429929207598,1.0,11,9,2,7,2,0,3,5,3,0
325232396360662,0.0,10,11,2,7,2,0,4,9,4,2
419223566526384,0.0,12,14,2,3,6,1,2,10,4,0
167092231723345,0.0,10,11,4,4,4,0,1,7,3,0
359518912636812,1.0,11,8,1,4,5,1,2,2,4,0
307353091373132,1.0,13,9,6,13,2,1,2,5,2,0
14228110283319,1.0,15,10,4,10,4,0,2,5,4,0
103439339791038,0.0,5,6,3,2,1,0,3,3,1,0
426145871118305,1.0,10,8,3,6,3,0,2,4,2,0
512050786605388,0.0,9,13,2,5,2,1,3,7,5,0
347650254441875,0.5,8,8,3,5,1,0,1,6,1,0
232907104902360,1.0,14,12,4,8,2,3,3,6,5,0
542998103353102,0.0,9,17,3,2,5,0,4,6,8,2
197197684754769,1.0,12,8,4,7,4,0,3,3,3,0
178531609583371,1.0,15,9,5,9,5,1,2,7,0,0
341613568420150,1.0,6,4,2,4,0,0,4,0,2,0
171071999959577,0.0,8,9,2,4,2,1,2,5,2,0
173812388327638,0.0,9,14,2,6,2,0,3,7,5,2
458718899833341,1.0,13,9,3,12,1,0,2,5,2,0
366097862839420,0.5,9,9,3,4,3,0,3,6,1,2
144910909905003,1.0,15,8,4,5,6,3,3,3,3,0
430897256339826,1.0,11,10,2,8,2,0,3,7,1,0
375663775655785,0.0,9,12,4,2,4,1,5,8,3,0
546148937995248,1.0,16,14,3,8,7,0,5,9,5,1
34327413285279,0.0,9,16,1,4,3,2,6,8,8,1
155939581850812,1.0,9,8,1,4,3,1,3,4,3,0
341410524929613,1.0,14,10,3,6,5,2,5,6,1,1
82569568415324,1.0,17,11,2,6,8,1,3,4,5,0
460289930644139,1.0,9,7,5,2,5,0,2,3,2,0
176235958754431,1.0,16,9,3,8,5,2,4,2,4,1
304986261452780,1.0,12,6,3,7,3,0,4,2,2,0
434222666008390,1.0,16,9,3,9,5,0,2,3,4,1
174120081263361,1.0,14,9,2,8,6,1,3,4,3,0
274342375076685,0.5,15,15,5,6,9,0,5,8,7,0
128497118588518,0.0,7,12,4,1,4,0,5,7,3,1
511928751601320,1.0,13,10,3,5,7,0,3,3,5,0
89153722716100,1.0,13,5,5,9,5,1,2,3,0,0
371942947386139,1.0,9,7,2,4,4,0,1,5,1,0
291322758914764,1.0,16,8,4,7,8,0,3,5,1,0
129178879449730,0.0,9,12,3,4,3,1,5,10,3,0
562446188780546,1.0,21,14,2,17,2,1,3,11,1,0
551852916144948,0.0,9,16,2,2,6,0,5,10,5,0
233364525097118,1.0,14,11,4,8,6,0,2,8,2,0
136778429916337,0.0,7,10,2,3,2,0,2,8,2,0
133962500498319,0.0,10,11,3,7,3,0,1,6,3,2
465928239587359,0.0,10,18,2,11,2,1,3,10,5,2
173219077663245,1.0,9,6,4,4,2,1,2,4,0,0
252526784629825,1.0,12,10,6,6,8,0,3,7,1,1
418179657321876,1.0,7,5,3,4,1,0,1,3,1,0
531782340498885,1.0,11,9,2,2,6,1,4,6,2,1
405462821273188,0.0,12,14,1,7,3,2,4,11,6,0
175987089601670,1.0,16,11,4,7,6,2,3,6,3,1
100731700572172,1.0,11,10,2,6,4,0,3,9,3,0
358072851901949,0.0,8,14,3,3,3,0,4,9,2,1
276484346619377,1.0,15,13,2,8,6,0,5,9,3,1
64293941474506,0.5,12,12,4,5,6,0,3,7,3,0
124905220837325,0.5,10,10,3,4,3,1,4,6,4,0
63386428426189,1.0,9,7,1,5,3,0,1,3,3,0
245681408779934,0.0,6,16,3,1,3,0,6,8,6,0
156180445497962,1.0,16,9,3,8,7,0,1,5,3,1
485987994925489,0.0,8,12,2,3,2,1,5,7,3,1
198377513449938,0.0,9,18,3,2,5,0,4,10,6,2
339743273469327,0.0,9,12,4,4,2,1,3,3,5,2
383037058881706,1.0,11,5,3,6,3,0,2,3,0,1
142642231273566,1.0,15,8,2,11,8,0,3,3,3,0
451572986607897,0.0,7,12,4,4,2,0,4,11,4,0
137469145332767,0.5,15,15,4,9,6,1,2,3,10,1
114138036875547,0.0,11,12,3,4,5,0,2,7,4,0
392885070536490,0.5,11,11,3,4,5,0,3,7,3,0
221417699982227,0.0,6,8,2,4,0,1,2,4,2,0
500908703963654,1.0,12,7,1,9,1,2,2,5,0,0
104191864067506,1.0,16,9,6,8,6,1,1,4,3,2
268126980211509,0.5,12,12,2,6,4,0,6,4,6,0
202562152840398,1.0,9,7,5,7,3,0,2,3,2,1
350046596695013,0.0,12,15,2,8,4,0,1,11,3,0
290935100254583,0.0,9,10,3,6,1,0,3,6,3,0
155182295529203,0.0,7,8,1,3,3,0,3,5,1,0
515441427767548,1.0,17,16,4,13,2,0,4,5,8,2
484885566856615,0.5,12,12,3,8,3,0,4,4,6,0
446456144125242,0.0,9,16,4,4,2,1,4,12,4,1
380686942111184,1.0,14,6,2,13,2,0,3,3,1,0
166635187808504,1.0,16,14,5,8,5,1,7,5,7,0
49430943736291,0.0,10,15,1,5,5,0,2,8,6,0
344188268595087,1.0,12,11,2,5,6,0,3,6,3,0
364128568660197,0.5,9,9,4,5,2,0,1,6,1,1
411597147814092,0.0,7,15,3,4,1,1,5,10,3,1
463745831956099,0.5,9,9,3,6,3,0,2,5,2,0
149315159805866,0.5,11,11,5,4,3,2,4,5,4,0
190182926805043,1.0,12,8,2,7,4,2,3,3,3,1
306637569602889,1.0,11,5,5,7,1,1,2,3,0,0
89651668649694,1.0,14,6,6,6,8,1,3,3,1,0
538334716975905,1.0,8,7,1,4,3,0,1,4,1,1
63532766661674,1.0,15,8,4,8,4,1,2,6,0,0
475891600387385,1.0,10,6,4,6,4,0,2,4,0,0
319950962044183,0.0,7,10,4,2,4,0,5,7,1,1
166834043643673,1.0,10,9,4,6,2,0,3,7,1,0
69720805091574,0.0,7,8,1,5,1,0,2,5,2,0
265887652461488,1.0,14,9,5,5,7,0,2,5,2,1
268648689862004,1.0,8,5,5,3,3,0,2,3,0,0
430780676048633,1.0,12,8,4,8,2,1,3,4,1,1
296483695988134,0.0,10,12,4,4,4,0,4,7,4,0
177147500187477,0.5,7,7,5,3,3,0,3,4,1,0
495195971681420,1.0,20,8,3,9,9,0,1,4,3,0
234158717536423,0.5,10,10,7,5,3,2,3,4,3,1
167628781366312,1.0,12,7,2,5,4,1,1,3,3,0
414283102278114,1.0,8,7,3,3,3,1,1,4,1,1
204374406381929,1.0,12,11,6,8,6,1,2,6,4,0
383057486303062,1.0,15,9,3,11,5,0,3,5,3,0
90738463718671,1.0,15,7,4,10,4,1,2,4,2,0
472451498671118,1.0,13,9,4,10,2,0,2,6,2,0
226778555433809,1.0,13,7,2,8,4,0,4,3,2,0
506005121537384,1.0,13,10,5,7,5,1,0,8,2,0
458467074208519,1.0,13,8,4,6,6,0,1,4,3,0
497334250480990,1.0,9,6,4,5,2,0,2,4,0,0
315853827829092,0.0,5,8,2,3,0,0,5,3,3,0
417995933731324,0.0,7,13,3,5,1,0,1,8,5,0
505956440300153,0.0,6,12,3,1,3,0,4,7,4,0
542155693766232,1.0,11,9,4,7,2,0,2,3,4,1
380064640147024,1.0,13,9,5,5,5,1,3,2,5,0
277173787010417,0.0,11,14,2,5,4,0,4,7,6,0
216332328815591,1.0,13,9,3,8,3,0,1,5,3,1
140431629904520,1.0,15,6,2,9,4,0,3,3,1,0
323336074360124,1.0,14,10,6,8,4,1,4,7,2,1
275438025652382,0.5,9,9,2,5,2,0,3,6,1,0
436414000761044,1.0,8,6,2,4,2,0,3,3,1,0
520448662762785,0.0,9,13,3,6,1,0,6,8,2,1
465877001646663,0.0,7,12,1,4,1,1,3,5,5,1
305607485254758,1.0,10,8,4,3,4,1,3,4,3,0
223262522628556,1.0,10,9,2,7,2,0,1,6,1,1
388553229449622,1.0,12,10,5,7,3,0,2,4,4,0
358591442943354,1.0,16,11,2,6,8,0,4,7,4,0
313476500791464,1.0,14,9,5,10,5,1,3,4,3,1
321557148092366,1.0,16,13,3,8,7,0,3,7,3,2
466544072955349,1.0,10,8,3,7,1,1,2,3,4,0
99144049252728,1.0,14,7,5,7,7,0,3,4,1,0
177456094670597,1.0,10,5,5,4,3,1,3,2,1,0
488671972230549,1.0,13,7,2,7,4,2,1,5,1,1
224060315114548,0.5,10,10,3,4,3,1,4,5,2,1
180986294876108,1.0,14,6,3,11,5,0,3,3,1,0
348165842217752,1.0,10,9,3,3,5,0,3,6,1,0
393288332243372,1.0,9,8,2,4,4,0,3,5,1,0
90532499545112,1.0,12,8,1,6,5,0,2,6,0,0
472318516000836,0.0,8,9,2,2,4,0,2,6,2,0
172867520589652,1.0,12,9,2,7,4,0,2,6,2,0
38937903809232,1.0,15,9,3,7,5,4,5,5,3,0
234926556833284,0.0,13,14,3,5,5,2,4,9,4,0
255321369058235,0.5,9,9,2,6,2,1,2,5,2,0
450179569423577,0.0,11,12,4,12,2,0,2,6,4,0
471892041413052,0.0,7,13,1,5,1,0,4,7,6,1
217640184570409,1.0,15,6,3,9,3,3,4,1,2,1
41588734161593,0.0,7,12,4,3,2,0,1,10,1,0
401070881967434,1.0,12,6,4,2,8,0,3,1,3,0
428486999057030,1.0,15,7,2,7,6,0,1,3,3,0
119679755777685,0.0,5,8,2,3,0,0,5,4,1,1
191635199508821,1.0,10,7,3,9,1,1,4,3,2,0
55126904928437,1.0,16,7,3,12,3,0,2,4,2,0
59285229450396,1.0,16,9,3,9,5,0,3,6,1,0
49437044086810,1.0,13,5,4,7,4,1,4,1,2,0
353743401042813,0.0,14,15,4,11,2,0,2,9,4,0
329750325246038,0.5,15,15,4,4,6,3,4,3,8,2
511756210510759,1.0,14,8,3,8,5,1,4,5,2,0
131954780772284,0.0,12,13,3,5,5,1,2,6,6,0
484354431285791,1.0,11,8,4,7,2,0,3,1,5,0
110829673724914,1.0,16,11,1,11,5,0,2,5,4,0
50986591568516,1.0,12,10,3,7,5,0,2,2,6,0
345839749144703,0.0,8,11,2,6,0,0,3,8,1,0
122437320748715,0.0,5,7,1,3,1,0,5,2,3,0
332829018240200,1.0,12,7,3,8,1,1,2,3,2,0
509666619413395,0.0,11,17,1,5,3,2,3,10,5,1
124398121631052,1.0,11,9,3,6,3,0,2,7,0,0
498045712252740,1.0,17,9,4,15,4,0,2,6,2,0
211996195019544,1.0,12,7,2,4,4,2,3,2,3,0
10590273447342,1.0,10,8,2,7,2,0,3,5,1,0
127903745775195,0.5,7,7,6,3,2,1,1,5,1,0
371576440165613,1.0,10,8,5,4,3,1,4,5,2,0
370524640289187,0.0,11,12,4,4,4,1,1,5,3,3
284715593596649,1.0,15,11,6,7,6,0,3,8,1,0
129409664360436,1.0,10,9,4,5,4,1,1,4,3,1
421156134004636,0.0,10,18,3,3,5,1,3,8,9,0
471664951925072,0.0,7,15,2,4,2,0,2,12,2,0
49782392195251,1.0,10,7,2,6,2,0,2,5,0,0
182775944687244,1.0,11,7,2,6,4,0,4,4,2,0
130695335356024,1.0,11,9,3,6,3,1,4,6,2,0
514672503763517,1.0,16,13,3,9,5,1,4,8,4,0
321504727826428,1.0,17,16,2,7,8,1,3,8,7,1
528720697843498,0.0,7,10,4,3,2,0,3,3,5,0
108247856619130,1.0,12,9,4,5,4,1,4,7,2,0
381968816920884,1.0,12,8,2,9,2,0,3,5,1,1
306599188792160,1.0,12,11,1,5,5,1,3,7,3,0
148709741808119,0.0,9,13,3,6,1,0,3,8,5,0
314348785092818,1.0,16,7,5,10,5,0,2,5,0,1
464563746978847,1.0,16,15,2,10,4,2,2,7,6,1
358557056066490,1.0,11,9,4,6,4,0,3,4,3,1
493781510972682,1.0,15,7,6,6,6,2,3,4,1,1
327046958879589,1.0,14,6,8,7,8,0,4,3,2,0
136193709330666,0.0,15,16,1,12,3,0,4,11,4,1
501908063895813,1.0,15,10,5,6,5,2,2,3,4,1
244914086800649,0.0,7,8,3,5,1,0,3,4,3,0
508916133963540,0.0,8,9,3,5,1,0,3,4,3,0
260134141471406,0.0,6,9,4,3,2,0,4,5,4,0
268439676021994,1.0,9,8,3,7,1,1,3,3,3,0
29644257527286,0.0,7,10,3,4,1,0,4,5,4,0
122480352381345,1.0,7,6,5,2,3,0,3,1,3,0
123112645629920,1.0,17,14,3,12,5,1,3,10,3,0
379470410926974,1.0,14,10,4,7,6,0,3,6,3,0
343107409860337,1.0,11,9,1,9,1,0,3,5,1,1
264783784343643,1.0,15,8,5,6,7,1,4,2,2,2
338168937445857,0.0,11,12,3,6,3,1,3,8,1,1
434723296793190,1.0,14,10,2,7,4,2,2,8,0,0
157445242737775,1.0,12,8,3,5,5,0,3,3,3,0
170762254756405,1.0,12,8,4,7,4,1,2,2,4,0
239380563970123,1.0,8,5,1,6,1,0,2,3,0,0
349878561304597,1.0,8,7,4,1,4,1,5,2,1,3
250909462864124,0.0,9,10,3,5,3,0,3,7,1,0
31470533788360,0.5,8,8,2,3,4,0,2,4,2,0
411866208460584,1.0,15,9,6,10,6,0,2,5,2,1
150490142801059,0.0,8,10,3,5,1,0,3,7,1,0
31401466147966,0.0,15,18,4,7,6,0,3,9,7,2
320150852710610,0.0,9,12,3,3,5,0,4,6,4,1
409644940442546,1.0,9,7,3,6,1,0,3,5,1,0
382764017658270,0.0,10,11,3,7,1,0,5,7,3,1
224163924979081,0.0,9,10,3,4,3,1,4,8,2,0
188448999375967,0.0,10,11,6,5,2,1,3,8,1,0
188437695261499,0.0,11,13,3,6,3,0,4,8,4,1
271872524433878,0.0,9,11,3,2,5,0,4,5,4,1
57630902056532,1.0,11,10,3,4,5,0,5,5,5,1
225095711758509,1.0,8,7,4,5,0,2,3,3,3,0
377851048191382,1.0,9,7,2,3,4,1,4,2,2,1
176657767005826,1.0,12,5,3,7,3,0,2,3,0,0
92564418247862,0.5,7,7,4,3,2,0,1,5,1,0
226893007189833,0.0,9,13,3,5,3,0,4,8,4,0
143903247628917,0.0,7,10,2,2,4,0,2,6,2,0
187992887098558,1.0,9,8,2,3,4,0,3,1,5,0
221461852606188,1.0,14,10,2,9,2,2,4,3,4,1
7628897138617,1.0,13,10,2,11,0,0,5,5,3,0
292644541896799,1.0,14,10,4,9,4,0,3,2,5,1
428808150925744,1.0,14,12,3,9,7,1,3,4,7,0
492823323662189,1.0,13,12,1,11,1,0,1,6,5,0
183642431281263,0.5,9,9,2,4,4,0,4,5,2,0
417868871383835,0.0,6,8,2,4,0,0,5,2,3,1
505571836200549,1.0,10,6,1,6,3,0,2,4,0,0
283428203526844,1.0,16,11,5,12,7,0,1,6,3,1
215844512098969,0.0,9,12,2,5,2,0,5,6,5,0
410297203537501,0.5,9,9,1,7,1,0,3,5,3,0
454056108271330,0.0,7,14,3,2,3,0,5,9,3,0
524523780497683,0.0,6,10,2,4,0,0,1,7,1,1
324522089650617,1.0,12,11,4,4,6,0,3,7,3,0
59654803747642,0.0,8,13,3,2,5,0,2,9,2,0
137177595059633,1.0,10,9,1,7,3,0,2,7,0,0
267242326738262,0.5,9,9,3,4,3,0,1,5,3,0
486544463669525,1.0,9,8,2,4,2,1,2,6,0,0
261830695860318,1.0,13,9,4,7,4,1,2,3,4,1
387535234245475,1.0,10,7,3,4,5,0,2,3,2,1
523792722432905,0.0,12,13,5,8,3,1,2,8,4,0
63534775413978,1.0,14,10,3,10,3,0,4,5,2,1
431436868872600,1.0,10,7,5,11,3,1,2,5,0,0
456386168424841,1.0,11,9,3,7,3,0,2,5,2,0
500087190471695,1.0,15,14,1,9,3,2,4,9,6,1
102047179666464,1.0,17,11,4,9,6,1,2,5,4,0
392307709730232,0.5,12,12,1,5,5,1,2,9,2,0
233021524679288,0.5,13,13,3,6,5,1,4,6,6,2
375607539167260,0.0,12,15,3,2,7,1,1,10,3,2
503362703234530,0.0,9,15,3,4,3,0,3,10,3,0
105376137758878,1.0,9,7,5,3,5,0,2,3,2,1
10202992292591,0.5,12,12,5,6,5,0,5,7,5,0
393276888386188,1.0,9,6,3,6,1,0,3,3,1,0
85969123706815,0.0,11,13,2,4,4,1,5,6,7,0
273940558234876,1.0,14,9,5,7,5,0,2,6,2,0
319626526060575,1.0,9,8,2,4,4,0,3,5,1,0
95200856713336,1.0,18,14,4,10,6,0,2,8,4,1
460534778838036,1.0,14,8,5,9,3,2,0,5,2,1
498777264730517,1.0,12,7,3,7,3,0,2,5,0,0
417835616671590,1.0,15,14,3,7,5,1,4,9,2,1
363498276007829,1.0,13,11,7,6,7,0,1,6,5,0
200776024817965,1.0,10,8,3,5,3,1,3,3,3,1
443479824493571,0.5,13,13,2,8,4,1,4,7,4,0
129598681655986,1.0,11,7,4,5,4,0,4,3,2,0
144828265892323,1.0,12,10,2,10,4,1,4,6,2,0
435172954959312,0.5,8,8,1,5,3,0,2,4,2,0
196543773927987,1.0,10,7,2,4,2,2,3,2,3,0
304665548405472,0.0,8,9,4,2,2,2,4,5,2,0
191651470482006,0.5,8,8,3,4,1,1,5,3,3,0
97685129002316,0.0,9,12,3,7,1,0,4,5,4,1
348417500234611,1.0,7,6,3,3,1,1,4,2,2,0
455541272911969,1.0,18,17,4,8,8,1,2,7,6,3
255904948247733,0.0,6,8,2,2,2,0,3,3,3,0
115322454143654,1.0,15,8,4,7,6,1,2,3,4,0
188124894875388,0.5,8,8,1,4,3,0,3,6,1,0
458145564174121,1.0,11,8,3,3,5,1,3,5,1,0
195559442273105,0.0,6,9,2,4,0,0,4,5,2,0
528711466651450,0.0,7,10,3,3,3,0,5,8,3,0
400798961377137,0.5,13,13,5,7,5,0,4,8,4,0
150554093613530,0.0,8,9,2,2,4,0,3,4,3,0
478082634046919,0.0,7,8,2,4,2,0,3,2,3,1
329177720770813,0.0,8,10,4,4,2,0,6,5,4,0
41694693952969,1.0,15,6,4,7,4,2,4,3,0,1
131100443251508,1.0,13,9,3,7,5,0,2,5,2,0
480136605650059,1.0,11,8,5,7,1,1,3,3,3,0
398699255039828,0.0,8,11,3,5,1,0,4,7,2,0
272163585099685,0.0,13,18,3,6,3,3,5,10,7,0
375302922755932,1.0,11,7,2,6,4,1,5,5,1,1
211311783055863,0.5,10,10,4,2,6,0,3,7,1,0
218078760264419,0.5,7,7,2,5,0,0,2,3,2,1
